Date,LS_ny,LS_jt,LS_gs,LS_js,LS_zg,JC_pa,JC_pf,JC_hx,JC_ms,JC_zs,JC_xy,JC_gd,JC_zx,CC_nb,CC_js,CC_hz,CC_nj,CC_bj,CC_sh,CC_gy,RC_jy,RC_zjg,RC_wx,RC_cs,RC_sn
21/06/2019,3.64,6.26,5.85,7.41,3.77,13.64,12.09,7.78,6.39,37.69,18.55,04.03,06.09,23.79,7.35,8.47,8.58,5.96,11.89,09.01,4.88,5.8,5.79,7.58,5.71
24/06/2019,3.66,6.29,5.88,7.44,3.78,13.69,12.03,7.79,6.41,37.96,18.53,04.05,06.06,24.15,7.35,8.43,8.48,5.94,11.85,8.98,4.83,5.78,5.77,7.67,5.69
25/06/2019,3.64,6.1,5.83,7.34,3.75,13.43,11.66,7.7,6.34,36.13,18.12,04.02,5.97,23.67,7.25,8.36,8.33,5.87,11.82,8.81,4.75,5.72,5.7,7.56,5.63
26/06/2019,3.62,06.08,5.85,7.38,3.74,13.37,11.66,7.7,6.34,35.47,18.12,3.83,5.98,23.61,7.27,8.37,8.28,5.88,11.85,8.78,4.73,5.68,5.68,7.78,5.64
27/06/2019,3.62,6.13,5.91,7.41,3.75,13.71,11.64,7.7,6.36,36.45,18.34,3.83,06.01,24,7.27,8.38,8.29,5.89,11.86,8.8,4.73,5.7,5.69,7.87,5.62
28/06/2019,3.6,6.12,5.89,7.44,3.74,13.78,11.68,7.7,6.35,35.98,18.29,3.81,5.97,24.24,7.26,8.33,8.26,5.91,11.85,8.65,4.68,5.63,5.64,7.72,5.54
01/07/2019,3.62,6.16,5.92,7.46,3.76,13.93,11.71,7.77,6.42,36.9,18.59,3.85,06.07,24.8,7.33,8.48,8.39,5.96,12.16,8.85,4.75,5.75,5.73,7.88,5.66
02/07/2019,3.64,6.16,5.93,7.48,3.77,14.18,11.61,7.78,6.44,36.52,18.45,3.85,06.05,24.85,7.34,8.5,8.47,5.97,12.26,8.88,4.75,5.74,5.73,08.04,5.67
03/07/2019,3.66,6.19,5.67,7.51,3.77,14.01,11.56,7.81,6.46,36.15,18.33,3.87,06.06,24.39,7.34,8.51,8.54,5.99,9.1,8.86,4.73,5.69,5.68,7.88,5.62
04/07/2019,3.66,6.21,5.68,7.5,3.77,13.99,11.62,7.81,6.44,36.08,18.29,3.87,06.08,23.78,7.37,8.2,8.6,6,8.95,8.98,4.72,5.72,5.69,7.9,5.62
05/07/2019,3.65,6.18,5.67,7.54,3.75,13.92,11.57,7.8,06.09,36.47,18.27,3.86,06.05,23.78,7.33,8.19,8.61,5.99,8.97,8.98,4.73,5.7,5.71,7.88,5.71
08/07/2019,3.6,6.12,5.59,7.46,3.71,13.59,11.36,7.69,6,35.56,17.79,3.79,5.93,23.23,7.23,08.09,8.45,5.92,8.88,8.8,4.6,5.5,5.53,7.7,5.55
09/07/2019,3.58,5.77,5.58,7.4,3.71,13.59,11.37,7.68,5.98,35.29,17.82,3.77,5.92,23.23,7.24,08.05,8.43,5.9,8.87,8.72,4.59,5.52,5.54,7.8,5.54
10/07/2019,3.59,5.74,5.55,6.99,3.7,13.56,11.35,7.64,5.98,35.12,17.72,3.78,5.87,22.27,7.2,7.99,8.3,5.88,8.79,8.68,4.58,5.5,5.53,7.9,5.53
11/07/2019,3.59,5.75,5.57,07.04,3.71,13.54,11.4,7.48,5.99,35.9,17.79,3.77,5.86,22.03,7.21,7.98,8.31,5.58,8.79,8.68,4.57,5.46,5.53,7.87,5.52
12/07/2019,3.6,5.8,5.62,7.17,3.72,14.12,11.52,7.52,06.03,35.4,18.18,3.8,5.93,22.84,6.86,08.02,8.48,5.62,8.86,8.75,4.62,5.57,5.62,7.99,5.56
15/07/2019,3.59,5.8,5.6,7.18,3.7,14,11.5,7.52,06.01,35.3,18.29,3.8,5.93,22.62,6.81,08.06,8.48,5.61,8.84,8.78,4.65,5.67,5.68,7.97,5.59
16/07/2019,3.58,5.8,5.61,7.18,3.69,13.75,11.55,7.53,6,35.31,18.17,3.8,5.95,22.4,6.82,8.26,8.46,5.63,8.85,8.78,4.64,5.66,5.68,08.01,5.55
17/07/2019,3.57,5.76,5.56,7.13,3.67,13.69,11.48,7.49,5.96,35.21,18.06,3.78,5.95,22.81,6.83,8.22,8.46,5.63,8.82,8.74,4.63,5.62,5.71,7.96,5.53
18/07/2019,3.55,5.75,5.57,7.23,3.65,13.67,11.49,7.45,5.96,35.32,18.09,3.76,5.92,22.72,6.81,8.15,8.34,5.6,8.9,8.66,4.59,5.55,5.62,7.87,5.45
19/07/2019,3.57,5.79,5.6,7.25,3.67,13.99,11.58,7.5,6,36.37,18.41,3.78,5.95,23.41,6.87,8.16,8.37,5.64,8.92,8.72,4.61,5.6,5.69,7.98,5.47
22/07/2019,3.57,5.77,5.64,7.22,3.67,13.85,11.48,7.47,5.97,36.37,18.37,3.79,5.67,23.65,6.87,8.2,8.38,5.58,8.85,8.67,4.55,5.54,5.61,7.97,5.36
23/07/2019,3.59,5.77,5.66,7.29,3.69,13.76,11.49,7.48,5.98,36.21,18.51,3.8,5.7,23.36,6.97,8.24,8.38,5.59,8.86,8.71,4.57,5.57,5.68,8.13,5.39
24/07/2019,3.59,5.79,5.69,7.37,3.69,13.88,11.59,7.52,6,36.43,18.73,3.81,5.77,23.57,6.95,8.25,8.47,5.6,8.88,8.8,4.59,5.63,5.68,8.28,5.43
25/07/2019,3.59,5.79,5.69,7.41,3.7,14.2,11.88,7.57,06.05,37.26,19.32,3.85,5.85,24.01,07.01,8.36,8.71,5.64,09.07,8.84,4.61,5.7,5.76,8.36,5.46
26/07/2019,3.59,5.78,5.69,7.36,3.7,14.23,11.87,7.57,06.04,37.22,19.22,3.87,5.85,23.89,07.01,8.38,8.74,5.64,9.22,8.79,4.59,5.68,5.74,8.28,5.44
29/07/2019,3.6,5.78,5.65,7.37,3.7,14.29,11.86,7.56,06.04,36.83,19.19,3.94,5.87,23.89,07.01,8.48,8.77,5.65,9.21,8.8,4.58,5.65,5.71,8.44,5.45
30/07/2019,3.61,5.82,5.66,7.4,3.72,14.37,11.86,7.62,06.07,36.77,19.5,3.95,5.96,23.81,07.01,8.57,8.75,5.67,9.27,8.91,4.63,5.75,5.74,8.4,5.5
31/07/2019,3.6,5.81,5.64,7.37,3.71,14.13,11.87,7.56,06.07,36.56,19.13,3.93,5.94,23.59,6.96,8.47,8.29,5.63,9.31,8.88,4.65,5.68,5.69,8.21,5.46
01/08/2019,3.58,5.78,5.61,7.33,3.68,14.1,11.65,7.53,06.02,36.2,18.86,3.92,5.91,23.35,6.83,8.45,8.33,5.58,9.23,8.8,4.59,5.62,5.6,7.82,5.41
02/08/2019,3.55,5.68,5.56,7.21,3.64,13.74,11.48,7.47,5.96,35.75,18.79,3.86,5.82,22.97,6.9,8.38,08.09,5.53,9.14,8.67,4.54,5.55,5.52,08.04,5.33
05/08/2019,3.5,5.57,5.48,7.1,3.58,13.35,11.24,7.33,5.85,35.21,18.36,3.79,5.69,22.46,6.84,8.24,7.97,5.44,8.97,8.31,4.48,5.45,5.47,7.92,5.24
06/08/2019,3.46,5.51,5.41,07.03,3.53,13.37,11.09,7.23,5.77,34.88,18.2,3.73,5.59,22.19,6.82,8.15,7.94,5.33,8.93,8.17,4.37,5.3,5.32,08.08,05.09
07/08/2019,3.43,5.49,5.39,07.03,3.52,13.54,11.07,7.21,5.74,34.53,18.29,3.7,5.63,22.1,6.82,08.08,7.94,5.3,8.9,8.15,4.37,5.27,5.29,8.11,05.05
08/08/2019,3.46,5.51,5.43,7.14,3.54,14.38,11.26,7.24,5.77,35.36,18.7,3.76,5.65,22.77,6.82,8.14,8.1,5.34,09.04,8.25,4.48,5.38,5.37,8.1,5.18
09/08/2019,3.46,5.52,5.46,7.14,3.56,14.52,11.37,7.26,5.78,34.99,18.6,3.77,5.61,22.78,6.83,08.08,08.07,5.31,09.04,08.09,4.47,5.29,5.29,7.96,05.07
12/08/2019,3.48,5.53,5.51,7.19,3.58,15.12,11.43,7.36,5.83,35.41,18.83,3.77,5.63,23.43,6.86,8.17,8.16,5.34,9.19,8.16,4.47,5.35,5.34,08.07,5.12
13/08/2019,3.45,5.5,5.51,7.1,3.58,14.89,11.33,7.29,5.8,34.85,18.38,3.73,5.56,23.31,6.81,08.09,8,5.29,9.21,08.06,4.41,5.3,5.3,7.99,05.07
14/08/2019,3.44,5.5,5.53,07.08,3.57,14.97,11.28,7.29,5.79,34.86,18.09,3.79,5.56,23.03,6.78,08.08,08.01,5.28,9.14,08.07,4.42,5.31,5.31,7.91,05.07
15/08/2019,3.43,5.48,5.56,7.1,3.58,14.94,11.29,7.26,5.79,34.87,18.05,3.79,5.53,22.99,6.77,08.04,08.04,5.25,9.1,08.03,4.41,5.25,5.25,7.94,05.06
16/08/2019,3.42,5.45,5.5,07.09,3.57,14.9,11.22,7.24,5.77,35.16,17.93,3.77,5.52,22.96,6.7,08.03,7.99,5.23,09.08,08.08,4.4,5.26,5.24,7.89,05.08
19/08/2019,3.43,5.5,5.47,07.07,3.58,14.92,11.38,7.34,5.83,35.3,18.04,3.75,5.59,22.78,6.69,8.13,7.88,5.29,9.14,8.19,4.49,5.42,5.36,7.85,5.18
20/08/2019,3.43,5.47,5.42,6.99,3.56,14.99,11.37,7.33,5.82,35.33,18.16,3.72,5.54,22.69,6.64,08.06,7.81,5.27,09.05,8.19,4.45,5.37,5.3,7.91,5.15
21/08/2019,3.42,5.48,5.43,7,3.55,14.45,11.41,7.3,5.82,35.45,18.1,3.74,5.57,22.25,6.62,08.06,7.74,5.26,8.96,8.15,4.43,5.39,5.29,7.84,5.12
22/08/2019,3.41,5.46,5.39,6.95,3.54,14.31,11.43,7.32,5.81,35.34,18.17,3.72,5.55,22.59,6.61,08.05,7.77,5.25,8.94,8.14,4.41,5.4,5.29,7.85,5.12
23/08/2019,3.41,5.47,5.42,07.01,3.54,14.65,11.59,7.33,5.83,36.27,18.4,3.71,5.57,23.34,6.63,08.07,7.8,5.28,8.97,8.22,4.42,5.42,5.29,7.86,5.13
26/08/2019,3.38,5.43,5.38,6.93,3.52,14.25,11.3,7.27,5.78,35,18.1,3.67,5.52,22.78,6.58,7.99,7.72,5.23,8.91,8.12,4.37,5.34,5.22,7.8,05.06
27/08/2019,3.41,5.46,5.42,6.95,3.57,14.31,11.3,7.25,5.82,34.75,18.27,3.67,5.55,23.11,6.67,08.05,7.77,5.22,8.95,8.34,4.42,5.46,5.28,7.88,5.15
28/08/2019,3.4,5.44,5.4,6.95,3.54,14.27,11.32,7.29,5.83,34.5,17.37,3.69,5.57,22.65,6.71,08.05,7.83,5.26,8.96,8.3,4.41,5.4,5.24,7.68,5.13
